TCS, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
244, PARLIAMENT ST , FRONT ST E ,11/17/1948,43.6515514000,-79.3627310000,11-08-2011,14319,1680
245, KING ST E , PARLIAMENT ST ,11/17/1948,43.6527207000,-79.3632160000,08-13-2013,10781,2650
246, QUEEN ST E , PARLIAMENT ST ,08/15/1982,43.6556093000,-79.3644340000,07-28-2009,10563,4769
247, PARLIAMENT ST , SHUTER ST ,05/11/1953,43.6569464000,-79.3649730000,07-29-2009,8907,2584
248, DUNDAS ST E , PARLIAMENT ST ,04/07/1939,43.6594438000,-79.3659870000,04-18-2015,11666,6698
249, PARLIAMENT ST , GERRARD ST E ,11/17/1948,43.6619557000,-79.3670070000,05-26-2011,13840,4702
250, PARLIAMENT ST , CARLTON ST ,10/22/1948,43.6642686000,-79.3679580000,01-21-2017,8226,7385
251, PARLIAMENT ST , WELLESLEY ST E ,06/09/1950,43.6681610000,-79.3695370000,08-10-2013,12878,4674
252, BLOOR ST E , PARLIAMENT ST ,03/01/1951,43.6720160000,-79.3707640000,04-22-2017,17264,481
253, SHERBOURNE ST , FRONT ST E ,11/18/1948,43.6503820000,-79.3678920000,08-05-2009,13597,4256
254, KING ST E , SHERBOURNE ST ,11/22/1948,43.6512817000,-79.3682520000,08-10-2010,10293,4473
255, SHERBOURNE ST , ADELAIDE ST E ,03/21/1962,43.6521492000,-79.3686340000,12-02-2015,11996,5275
256, SHERBOURNE ST , RICHMOND ST E ,03/16/1962,43.6533796000,-79.3691140000,12-02-2015,14364,5606
257, QUEEN ST E , SHERBOURNE ST ,09/17/1928,43.6545313000,-79.3694400000,07-12-2012,11522,4268
258, DUNDAS ST E , SHERBOURNE ST ,12/21/1927,43.6583038000,-79.3710000000,04-13-2015,11697,5541
259, SHERBOURNE ST , GERRARD ST E ,10/20/1948,43.6612280000,-79.3722180000,11-19-2009,15254,2040
260, SHERBOURNE ST , CARLTON ST ,07/13/1941,43.6631965000,-79.3730380000,01-21-2017,8143,4328
261, SHERBOURNE ST , WELLESLEY ST E ,10/19/1948,43.6670664000,-79.3746560000,09-04-2012,13302,4262
262, BLOOR ST E , SHERBOURNE ST ,09/08/1928,43.6723174000,-79.3768380000,04-22-2017,15339,6308
263, FRONT ST W , SIMCOE ST ,05/13/1960,43.6447547000,-79.3849810000,06-16-2015,11290,31351
264, SIMCOE ST , WELLINGTON ST W ,05/13/1960,43.6460929000,-79.3855640000,02-02-2017,9034,17868
265, DUNDAS ST W , MC CAUL ST ,02/12/1952,43.6543130000,-79.3914370000,04-13-2015,10100,11071
266, DUNDAS ST W , BEVERLEY ST ,09/30/1948,43.6538104000,-79.3938320000,03-28-2013,11610,4911
267, RICHMOND ST W , DUNCAN ST ,12/14/1965,43.6495146000,-79.3891340000,07-11-2012,8831,5417
268, RICHMOND ST W , PETER ST ,12/14/1965,43.6484258000,-79.3932590000,08-18-2015,9004,7477
269, RICHMOND ST W , JOHN ST ,11/26/1963,43.6491527000,-79.3907650000,06-13-2017,8435,14291
270, ADELAIDE ST W , PETER ST ,12/11/1963,43.6473011000,-79.3927990000,08-18-2015,10387,9463
271, BLOOR ST W , ST GEORGE ST ,07/31/1928,43.6675098000,-79.3998150000,01-11-2018,12249,20185
272, SPADINA AVE , FRONT ST W ,12/29/1943,43.6427079000,-79.3938950000,09-17-2016,19268,4619
273, SPADINA AVE , KING ST W ,06/14/1928,43.6454505000,-79.3950020000,09-17-2016,17090,14705
274, SPADINA AVE , ADELAIDE ST W ,12/06/1941,43.6467218000,-79.3955330000,09-17-2016,16256,7818
275, SPADINA AVE , RICHMOND ST W ,12/14/1961,43.6479018000,-79.3960230000,09-17-2016,14558,9693
276, SPADINA AVE , QUEEN ST W ,06/15/1927,43.6487315000,-79.3963640000,09-17-2016,15709,19460
277, SPADINA AVE , DUNDAS ST W ,09/09/1929,43.6529371000,-79.3980150000,04-11-2015,11107,26960
278, SPADINA AVE , NASSAU ST ,05/31/1952,43.6558590000,-79.3992050000,08-22-2012,6586,7440
279, SPADINA AVE , COLLEGE ST ,06/28/1928,43.6579399000,-79.4000590000,01-14-2017,14353,10810
280, SPADINA AVE , HARBORD ST ,03/12/1948,43.6630646000,-79.4021040000,02-07-2012,17579,7679
281, BLOOR ST W , SPADINA AVE ,07/23/1928,43.6666551000,-79.4038030000,01-24-2018,16003,16470
282, BAYVIEW AVE , ROSEDALE VALLEY RD ,09/27/1961,43.6702347000,-79.3601930000,10-07-2013,17633,3
283, DUNDAS ST E , COXWELL AVE ,08/28/1953,43.6686596000,-79.3175222000,04-13-2015,11544,1007
284, DUNDAS ST E , WOODFIELD RD ,05/30/1955,43.6678271000,-79.3223160000,04-02-2015,8142,834
285, DUNDAS ST E , GREENWOOD AVE ,06/22/1954,43.6675767000,-79.3266010000,04-13-2015,11219,1168
286, DUNDAS ST E , LESLIE ST ,01/02/1956,43.6667337000,-79.3317110000,04-22-2013,7585,992
287, DUNDAS ST E , JONES AVE ,08/23/1954,43.6661633000,-79.3342820000,04-02-2015,12020,1377
288, DUNDAS ST E , PAPE AVE ,05/30/1955,43.6653910000,-79.3392340000,04-02-2015,10320,1072
289, DUNDAS ST E , CARLAW AVE ,01/17/1955,43.6648245000,-79.3415970000,04-13-2015,13161,1241
290, DUNDAS ST E , LOGAN AVE ,10/26/1955,43.6639310000,-79.3438690000,04-07-2015,9975,821
291, DUNDAS ST E , BOULTON AVE ,08/26/1958,43.6631849000,-79.3482020000,04-02-2015,9276,1155
292, BROADVIEW AVE , DUNDAS ST E ,10/14/1948,43.6624456000,-79.3513570000,04-13-2015,11422,2259
293, DUNDAS ST E , RIVER ST ,03/13/1953,43.6611902000,-79.3581310000,04-14-2015,14073,1407
294, DANFORTH AVE , BROADVIEW AVE ,07/16/1928,43.6761964000,-79.3588280000,11-29-2017,19400,12023
295, BLOOR ST E , CASTLE FRANK RD ,12/12/1952,43.6738355000,-79.3681200000,04-22-2017,16611,1040
296, BATHURST ST , QUEEN ST W ,06/15/1928,43.6471973000,-79.4039910000,09-17-2016,14588,10895
297, BATHURST ST , FRONT ST W ,10/27/1950,43.6407320000,-79.4013780000,09-17-2016,12726,830
298, BATHURST ST , RICHMOND ST W ,03/10/1961,43.6464530000,-79.4037170000,08-18-2015,11748,3918
299, LAKE SHORE BLVD W , FLEET ST ,02/07/1957,43.6357092000,-79.4035240000,05-26-2011,20230,132
300, COLLEGE ST , BATHURST ST ,01/31/1928,43.6564690000,-79.4077050000,04-11-2015,14329,8776
301, EASTERN AVE , COXWELL AVE ,12/14/1955,43.6655045000,-79.3162010000,05-09-2016,12217,533
302, EASTERN AVE , LESLIE ST ,06/29/1950,43.6615598000,-79.3294820000,06-11-2016,12068,1535
303, BATHURST ST , HARBORD ST ,03/09/1929,43.6615152000,-79.4097480000,04-18-2015,15337,3012
304, BATHURST ST , BARTON AVE ,12/13/1957,43.6681481000,-79.4123740000,06-10-2014,19364,2617
305, BATHURST ST , DUPONT ST ,03/06/1939,43.6731400000,-79.4143440000,04-11-2015,20173,1975
306, BATHURST ST , NINA ST ,05/10/1949,43.6798123000,-79.4169900000,04-01-2015,17065,840
307, BATHURST ST , LONSDALE RD ,01/01/1955,43.6871850000,-79.4199390000,04-07-2015,17157,508
308, BATHURST ST , BURTON RD ,04/03/1960,43.6919174000,-79.4218730000,04-01-2015,19676,345
309, BATHURST ST , ROSELAWN AVE ,01/01/1967,43.7052047000,-79.4263460000,10-22-2012,17781,782
310, BATHURST ST , BRIAR HILL AVE ,01/01/1967,43.7079008000,-79.4270220000,04-01-2015,20567,572
311, BATHURST ST , VIEWMOUNT AVE ,06/09/1962,43.7104960000,-79.4276860000,03-31-2015,18617,924
312, BATHURST ST , GLENCAIRN AVE ,01/10/1956,43.7123271000,-79.4281310000,04-11-2015,15498,1482
313, BATHURST ST , SHELBOURNE AVE ,10/22/1962,43.7159806000,-79.4289730000,03-31-2015,19333,1139
314, BATHURST ST , SARANAC BLVD ,09/18/1961,43.7230833000,-79.4306270000,03-31-2015,17368,687
315, BATHURST ST , PRINCE CHARLES DR ,01/31/1958,43.7249548000,-79.4310530000,04-26-2012,17900,396
316, BATHURST ST , RANEE AVE ,04/08/1970,43.7269581000,-79.4315130000,04-11-2015,12621,666
317, BATHURST ST , NEPTUNE DR ,01/31/1958,43.7315340000,-79.4326030000,02-26-2015,18391,991
318, BATHURST ST , JOICEY BLVD ,01/01/1959,43.7339965000,-79.4331940000,02-28-2018,19525,1340
319, SHERBOURNE ST , SHUTER ST ,10/11/1953,43.6561711000,-79.3700910000,07-21-2009,9862,3786
320, BATHURST ST , WILSON AVE ,09/14/1956,43.7373609000,-79.4340060000,03-28-2015,25136,6296
321, BLOOR ST W , BATHURST ST ,04/07/1928,43.6651320000,-79.4112050000,01-10-2018,17508,12167
322, BLOOR ST W , CHRISTIE ST ,11/14/1955,43.6634604000,-79.4188370000,01-10-2018,9761,5757
323, BLOOR ST W , SHAW ST ,12/09/1929,43.6625011000,-79.4232537000,01-10-2018,8690,2426
324, BLOOR ST W , DOVERCOURT RD ,06/28/1928,43.6611630000,-79.4294309000,05-05-2010,14725,2966
325, DUFFERIN ST , BLOOR ST W ,09/09/1929,43.6598765000,-79.4353330000,06-11-2016,20038,12277
326, BLOOR ST W , LANSDOWNE AVE ,06/29/1928,43.6583465000,-79.4427140000,05-18-2010,17274,3872
327, DUNDAS ST W , BLOOR ST W ,03/07/1928,43.6563079000,-79.4524060000,04-11-2015,19755,5303
328, BLOOR ST W , KEELE ST ,02/08/1928,43.6546856000,-79.4599660000,01-12-2017,24538,3018
329, BLOOR ST W , HIGH PARK AVE ,07/14/1941,43.6535154000,-79.4652320000,01-12-2017,13028,1996
330, BLOOR ST W , CLENDENAN AVE ,12/12/1952,43.6525024000,-79.4700070000,01-12-2017,12170,1826
331, BLOOR ST W , RUNNYMEDE RD ,08/31/1929,43.6511478000,-79.4762270000,01-12-2017,14213,11632
332, BLOOR ST W , WINDERMERE AVE ,09/14/1952,43.6502634000,-79.4804017000,01-19-2017,13640,5135
333, BLOOR ST W , JANE ST ,09/12/1948,43.6493312000,-79.4844520000,01-12-2017,17570,3485
334, BLOOR ST W , SOUTH KINGSWAY ,01/01/1967,43.6483040000,-79.4856950000,02-22-2017,18595,1640
335, BLOOR ST W , OLD MILL TRL ,01/31/1958,43.6496427000,-79.4954130000,01-12-2017,15806,496
336, BLOOR ST W , THE KINGSWAY ,03/08/1961,43.6500629000,-79.4992780000,01-12-2017,13797,213
337, BLOOR ST W , PRINCE EDWARD DR N ,01/31/1958,43.6486665000,-79.5054330000,05-18-2010,21167,1187
338, BLOOR ST W , ROYAL YORK RD ,12/12/1958,43.6473438000,-79.5113520000,10-06-2014,23173,3056
339, BLOOR ST W , ISLINGTON AVE ,01/01/1958,43.6446586000,-79.5233990000,05-03-2014,25266,1833
340, BLOOR ST W , JACKSON AVE ,01/31/1958,43.6480289000,-79.5083560000,05-11-2011,13796,722
341, BLOOR ST W , OSSINGTON AVE ,06/15/1928,43.6619709000,-79.4256122000,01-10-2018,15518,8063
342, DANFORTH AVE , CHESTER AVE ,01/06/1976,43.6775446000,-79.3519410000,05-12-2015,10312,4132
343, DANFORTH AVE , LOGAN AVE ,07/14/1928,43.6779704000,-79.3496680000,05-12-2015,11526,6884
344, DANFORTH AVE , CARLAW AVE ,02/01/1952,43.6784175000,-79.3473150000,03-17-2014,10706,3431
345, DANFORTH AVE , PAPE AVE ,07/13/1928,43.6789035000,-79.3448620000,04-22-2017,18115,14052
346, DANFORTH AVE , JONES AVE ,03/19/1945,43.6798433000,-79.3401180000,05-12-2015,13163,2832
347, DANFORTH AVE , DONLANDS AVE ,08/19/1953,43.6804049000,-79.3372700000,05-07-2015,13674,4429
348, DANFORTH AVE , GREENWOOD AVE ,12/07/1928,43.6814824000,-79.3323400000,05-07-2015,15446,3536
349, DANFORTH AVE , COXWELL AVE ,11/07/1928,43.6833979000,-79.3235650000,05-07-2015,19534,7267
350, DANFORTH AVE , GLEBEMOUNT AVE ,05/16/1957,43.6846558000,-79.3177080000,04-22-2014,11852,1152
351, DANFORTH AVE , WOODBINE AVE ,10/07/1928,43.6856712000,-79.3127490000,01-17-2018,19125,5227
352, DANFORTH AVE , GLEDHILL AVE ,01/27/1953,43.6866856000,-79.3085550000,05-07-2015,12852,1663
353, MAIN ST , DANFORTH AVE ,05/07/1928,43.6881587000,-79.3018050000,05-09-2015,15646,7102
354, DANFORTH AVE , DAWES RD ,09/12/1948,43.6893408000,-79.2968060000,01-07-2014,13932,1414
355, DANFORTH AVE , VICTORIA PARK AVE ,01/31/1958,43.6912366000,-79.2883110000,05-09-2015,21459,5470
356, DANFORTH AVE , PHARMACY AVE ,01/11/1956,43.6923208000,-79.2833690000,03-18-2014,16757,831
357, DANFORTH AVE , DANFORTH RD ,01/03/1965,43.6936851000,-79.2771050000,06-06-2016,13682,113
358, DANFORTH AVE , WARDEN AVE ,01/01/1957,43.6943678000,-79.2736380000,05-06-2015,16187,488
359, DANFORTH AVE , BIRCHMOUNT RD ,01/31/1958,43.6969868000,-79.2639900000,05-09-2015,10152,230
360, CLONMORE DR , HOLLIS AVE ,01/31/1958,43.6928657000,-79.2730390000,11-25-2009,11986,138
361, GERRARD ST E , VICTORIA PARK AVE ,01/04/1953,43.6869115000,-79.2865600000,08-28-2013,18821,1343
362, GERRARD ST E , MALVERN AVE ,04/20/1960,43.6851543000,-79.2947870000,04-24-2012,11353,300
363, GERRARD ST E , MAIN ST ,12/20/1948,43.6839700000,-79.3001730000,05-07-2014,16181,1627
364, GERRARD ST E , GLENMOUNT PARK RD ,07/07/1988,43.6826695000,-79.3060330000,08-31-2017,8606,348
365, GERRARD ST E , WOODBINE AVE ,03/01/1948,43.6808578000,-79.3107800000,06-27-2017,16958,1499
366, GERRARD ST E , BOWMORE RD ,04/08/1958,43.6780781000,-79.3150110000,01-04-2010,5543,513
367, COXWELL AVE , FAIRFORD AVE ,06/22/1959,43.6753292000,-79.3202990000,05-09-2016,10215,1892
368, COXWELL AVE , GERRARD ST E ,02/23/1942,43.6728936000,-79.3192850000,05-09-2016,10418,5069
369, GERRARD ST E , GREENWOOD AVE ,10/15/1948,43.6709147000,-79.3279970000,01-20-2010,12563,2050
370, GERRARD ST E , JONES AVE ,01/30/1952,43.6692181000,-79.3355960000,01-21-2010,11491,2189
371, GERRARD ST E , PAPE AVE ,07/09/1929,43.6681306000,-79.3404050000,01-02-2018,9482,2677
372, GERRARD ST E , CARLAW AVE ,06/10/1948,43.6676233000,-79.3427530000,10-01-2012,14270,3177
373, GERRARD ST E , LOGAN AVE ,05/05/1952,43.6670975000,-79.3451750000,07-30-2015,9363,2688
374, BROADVIEW AVE , GERRARD ST E ,08/15/1928,43.6654793000,-79.3526040000,03-12-2012,10982,5053
375, DANFORTH RD , KENNEDY RD ,11/02/1964,43.7147913000,-79.2608620000,06-11-2016,9900,91
376, DANFORTH RD , MACK AVE ,03/02/1965,43.7001729000,-79.2727200000,06-08-2015,8898,164
377, DANFORTH RD , MIDLAND AVE ,03/19/1962,43.7248590000,-79.2539820000,06-11-2016,12456,839
378, DANFORTH RD , BRIMLEY RD ,09/20/1960,43.7351797000,-79.2474090000,06-11-2016,15225,560
379, EGLINTON AVE E , DANFORTH RD ,01/01/1960,43.7370963000,-79.2462560000,06-11-2016,22844,1340
380, LAWRENCE AVE E , MCCOWAN RD ,02/11/1960,43.7555379000,-79.2454460000,05-02-2015,28053,2239
381, DAVENPORT RD , BEDFORD RD ,10/25/1960,43.6744621000,-79.3998430000,07-29-2010,17560,1271
382, DAVENPORT RD , DUPONT ST ,08/19/1929,43.6757919000,-79.4025570000,06-11-2016,15220,1769
383, DAVENPORT RD , KENDAL AVE ,11/19/1948,43.6768327000,-79.4103370000,04-30-2012,19157,1078
384, BATHURST ST , DAVENPORT RD ,08/28/1929,43.6766969000,-79.4157650000,04-11-2015,20361,657
385, DAVENPORT RD , CHRISTIE ST ,10/16/1929,43.6755775000,-79.4230410000,08-03-2011,12464,866
386, DAVENPORT RD , OSSINGTON AVE ,11/19/1948,43.6746958000,-79.4309240000,03-14-2016,12077,431
387, DAVENPORT RD , OAKWOOD AVE ,06/06/1960,43.6743951000,-79.4337460000,09-22-2011,15267,974
388, DUFFERIN ST , DAVENPORT RD ,09/23/1943,43.6729838000,-79.4409610000,06-11-2016,19252,1293
389, DAVENPORT RD , LANSDOWNE AVE ,10/19/1948,43.6715588000,-79.4482650000,08-08-2011,13178,1151
390, DAVENPORT RD , CALEDONIA PARK RD ,09/22/1960,43.6710835000,-79.4510690000,05-04-2011,13876,159
391, OLD WESTON RD , DAVENPORT RD ,12/06/1959,43.6710913000,-79.4622970000,04-23-2015,8478,144
392, ST CLAIR AVE E , DANFORTH RD ,10/24/1961,43.7168627000,-79.2598730000,04-22-2017,20237,420
393, WESTON RD , TORYORK DR ,12/20/1978,43.7532770000,-79.5426913000,06-08-2009,14923,695
394, ROGERS RD , KEELE ST ,01/31/1958,43.6821633000,-79.4715760000,04-16-2016,16248,3586
395, WESTON RD , ROGERS RD ,01/31/1958,43.6815910000,-79.4767450000,11-15-2012,24380,2705
396, AVENUE RD , 401 C W AVENUE RD RAMP ,10/22/1964,43.7432044500,-79.4241544600,11-08-2011,13653,75
397, LAWRENCE AVE E , SCARBOROUGH GOLF CLUB RD ,06/22/1966,43.7618520000,-79.2158170000,07-30-2008,18423,800
398, LAWRENCE AVE E , BURNVIEW CRES ,05/19/1966,43.7566548000,-79.2402020000,03-07-2011,17430,849
399, LAWRENCE AVE W , BENTON RD ,02/22/1966,43.7103002000,-79.4718980000,08-02-2011,19469,938
400, LESLIE ST , LAWRENCE AVE E ,11/15/1958,43.7345340000,-79.3559510000,05-03-2014,28979,352
401, LAWRENCE AVE E , THE DONWAY W ,11/15/1958,43.7364907000,-79.3465270000,02-28-2013,21144,1538
402, LAWRENCE AVE E , DON MILLS RD ,01/31/1958,43.7371593000,-79.3434170000,02-17-2009,30555,2471
403, LAWRENCE AVE E , THE DONWAY E ,08/28/1961,43.7376884000,-79.3409670000,07-06-2010,22686,1260
404, LAWRENCE AVE E , UNDERHILL DR ,12/11/1963,43.7407851000,-79.3246540000,10-26-2009,28290,775
405, DANFORTH AVE , BIRCHMOUNT RD ,01/13/1965,43.6990617200,-79.2586004700,10-26-2009,8736,140
406, LAWRENCE AVE E , CURLEW DR ,05/07/1962,43.7411824000,-79.3192450000,11-24-2009,27922,1144
407, LAWRENCE AVE E , VICTORIA PARK AVE ,08/04/1960,43.7421116000,-79.3097730000,10-06-2016,39515,4699
408, LAWRENCE AVE E , PHARMACY AVE ,11/18/1958,43.7432200000,-79.3046270000,02-06-2018,46260,1965
409, LAWRENCE AVE E , WARDEN AVE ,01/31/1958,43.7453776000,-79.2947500000,05-06-2015,36985,2352
410, LAWRENCE AVE E , BIRCHMOUNT RD ,02/03/1969,43.7475000000,-79.2848200000,12-10-2016,28213,1125
411, LAWRENCE AVE E , CANLISH RD ,07/13/1965,43.7485363900,-79.2797188500,10-20-2008,18751,861
412, LAWRENCE AVE E , KENNEDY RD ,01/31/1958,43.7495400000,-79.2749300000,09-30-2013,33852,2846
413, LAWRENCE AVE E , MIDLAND AVE ,12/11/1961,43.7515700000,-79.2650300000,01-09-2017,28584,2163
414, LAWRENCE AVE E , BRIMLEY RD ,06/01/1960,43.7534900000,-79.2553610000,01-09-2017,28408,818
415, LAWRENCE AVE E , BARRYMORE RD ,08/11/1961,43.7543000000,-79.2515300000,02-02-2012,16451,565
416, LAWRENCE AVE E , BELLAMY RD N ,03/28/1962,43.7577300000,-79.2352500000,09-21-2010,27182,1329
417, DANFORTH RD , BIRCHMOUNT RD ,07/16/1969,43.7070400000,-79.2681100000,06-10-2016,12128,953
418, DANFORTH RD , WARDEN AVE ,01/31/1958,43.6972600000,-79.2748100000,05-06-2015,15485,385
419, LAWRENCE AVE E , GREENCEDAR CRCT ,08/13/1964,43.7581700000,-79.2330600000,03-30-2011,18245,884
420, LAWRENCE AVE E , MARKHAM RD ,10/04/1959,43.7598100000,-79.2253100000,04-12-2014,25775,4798
421, LAWRENCE AVE W , DUPLEX AVE ,01/04/1946,43.7244000000,-79.4056000000,08-08-2011,16248,593
422, LAWRENCE AVE W , LEDBURY ST ,12/28/1964,43.7208600000,-79.4224600000,06-06-2013,16089,493
423, BATHURST ST , LAWRENCE AVE W ,06/09/1956,43.7192900000,-79.4297600000,04-11-2015,22429,3429
424, LAWRENCE AVE W , VARNA DR ,10/30/1978,43.7174800000,-79.4377000000,06-10-2013,15584,175
425, LAWRENCE AVE W , MARLEE AVE ,12/21/1961,43.7156000000,-79.4465000000,06-18-2013,26015,2862
426, DUFFERIN ST , LAWRENCE AVE W ,01/31/1958,43.7140700000,-79.4547000000,04-09-2016,29053,2378
427, LAWRENCE AVE W , CALEDONIA RD ,09/08/1957,43.7114800000,-79.4665800000,06-24-2013,26171,930
428, KEELE ST , LAWRENCE AVE W ,02/13/1957,43.7087100000,-79.4780500000,04-18-2016,28931,6505
429, LAWRENCE AVE W , CULFORD RD ,05/17/1961,43.7063900000,-79.4876700000,05-25-2011,21351,1630
430, JANE ST , LAWRENCE AVE W ,01/31/1958,43.7028900000,-79.5037700000,03-03-2011,25776,4386
431, WESTON RD , LAWRENCE AVE W ,01/31/1958,43.7001400000,-79.5162400000,07-04-2016,15780,4089
432, LAWRENCE AVE W , SCARLETT RD ,01/31/1958,43.6981600000,-79.5232800000,12-05-2016,17799,265
433, DIXON RD , ROYAL YORK RD ,02/16/1960,43.6998600000,-79.5342000000,04-16-2016,18293,403
434, DIXON RD , ISLINGTON AVE ,01/31/1958,43.6970800000,-79.5467200000,04-29-2014,31673,1581
435, DIXON RD , KIPLING AVE ,09/18/1959,43.6943000000,-79.5586500000,12-13-2014,21477,1693
436, DIXON RD , CELESTINE DR ,06/12/1962,43.6934068100,-79.5624813400,04-03-2014,14048,241
437, DIXON RD , MARTIN GROVE RD ,07/17/1960,43.6916000000,-79.5708400000,06-11-2016,18377,352
438, EGLINTON AVE W , ROSTREVOR RD ,04/19/1977,43.7003000000,-79.4288100000,05-21-2013,13794,1025
439, BROADVIEW AVE , CHESTER HILL RD ,08/28/1950,43.6812800000,-79.3576700000,02-05-2013,9311,833
440, BROADVIEW AVE , MORTIMER AVE ,01/31/1958,43.6839100000,-79.3569400000,02-28-2017,14845,1027
441, BROADVIEW AVE , COSBURN AVE ,01/31/1958,43.6885400000,-79.3552400000,01-30-2013,10153,544
442, O CONNOR DR , PAPE AVE ,01/31/1958,43.6932300000,-79.3502600000,04-22-2017,20064,846
443, O CONNOR DR , DONLANDS AVE ,01/31/1958,43.6947100000,-79.3430900000,08-30-2010,18634,366
444, O CONNOR DR , DON MILLS RD ,12/12/1958,43.6955700000,-79.3396300000,04-20-2016,27109,84
445, O CONNOR DR , COXWELL AVE ,01/31/1958,43.6977700000,-79.3294700000,01-17-2018,19888,279
446, O CONNOR DR , WOODBINE AVE ,01/31/1958,43.7001500000,-79.3190500000,08-03-2016,30375,136
447, O CONNOR DR , ST CLAIR AVE E ,01/31/1958,43.7053900000,-79.3128500000,04-22-2017,25974,684
448, O CONNOR DR , BERMONDSEY RD ,01/31/1958,43.7124700000,-79.3074400000,04-25-2016,14156,186
449, O CONNOR DR , VICTORIA PARK AVE ,01/31/1958,43.7233800000,-79.3020700000,05-03-2014,27980,1929
450, EGLINTON AVE E , EGLINTON SQ ,01/31/1958,43.7249300000,-79.3004700000,05-03-2010,29192,446
451, EGLINTON AVE E , VICTORIA PARK AVE ,01/31/1958,43.7247400000,-79.3026400000,03-11-2013,33095,2166
452, EGLINTON AVE E , PHARMACY AVE ,01/31/1958,43.7256600000,-79.2974700000,02-27-2012,33335,1396
453, EGLINTON AVE E , LESLIE ST ,11/15/1958,43.7170300000,-79.3499000000,05-03-2014,35069,194
454, DON MILLS RD , EGLINTON AVE E ,01/29/1957,43.7205000000,-79.3388800000,05-15-2013,45185,2597
455, EGLINTON AVE E , BERMONDSEY RD ,06/19/1958,43.7260200000,-79.3134900000,02-01-2011,29625,1016
456, EGLINTON AVE E , WARDEN AVE ,11/17/1955,43.7278700000,-79.2876100000,05-06-2015,35905,1947
457, EGLINTON AVE E , SINNOTT RD ,11/28/1995,43.7293800000,-79.2807000000,04-26-2012,19797,672
458, EGLINTON AVE E , BIRCHMOUNT RD ,10/17/1958,43.7299900000,-79.2778400000,09-13-2010,39450,3069
459, EGLINTON AVE E , IONVIEW RD ,06/14/1964,43.7314800000,-79.2712000000,04-03-2012,18929,585
460, EGLINTON AVE E , KENNEDY RD ,11/24/1955,43.7322400000,-79.2679700000,06-10-2013,29069,1957
461, EGLINTON AVE E , MIDLAND AVE ,07/21/1958,43.7345500000,-79.2581000000,03-28-2012,30334,2723
462, EGLINTON AVE E , BRIMLEY RD ,01/31/1958,43.7367200000,-79.2480600000,03-29-2012,27971,2174
463, EGLINTON AVE E , MARKHAM RD ,01/31/1958,43.7432200000,-79.2189300000,10-22-2014,18188,4335
464, EGLINTON AVE W , HARVIE AVE ,07/21/1964,43.6941400000,-79.4572500000,11-12-2012,11503,588
465, EGLINTON AVE W , CALEDONIA RD ,01/31/1958,43.6930200000,-79.4621900000,10-15-2012,18790,1678
466, EGLINTON AVE W , RICHARDSON AVE ,10/14/1964,43.6909700000,-79.4714900000,10-29-2012,14227,912
467, EGLINTON AVE W , KEELE ST ,01/31/1958,43.6901700000,-79.4750100000,04-18-2016,23992,4103
468, EGLINTON AVE W , WESTON RD ,01/31/1958,43.6869800000,-79.4895100000,03-01-2012,22533,2203
469, TRETHEWEY DR , YORE RD ,01/31/1958,43.6908400000,-79.4753900000,04-18-2016,15879,203
470, ST CLAIR AVE E , SELWYN AVE ,09/07/1959,43.7069400000,-79.3058300000,05-11-2016,13632,1170
471, ST CLAIR AVE E , VICTORIA PARK AVE ,11/15/1958,43.7087726000,-79.2959584000,04-22-2017,28021,2634
472, PHARMACY AVE , ST CLAIR AVE E ,01/31/1958,43.7098700000,-79.2909300000,04-22-2017,24239,414
473, WARDEN AVE , ST CLAIR AVE E ,01/31/1958,43.7120400000,-79.2809900000,04-22-2017,27581,741
474, ST CLAIR AVE E , BIRCHMOUNT RD ,01/31/1958,43.7141400000,-79.2711000000,04-22-2017,22253,1019
475, ST CLAIR AVE E , KENNEDY RD ,04/23/1959,43.7165100000,-79.2613200000,04-22-2017,18913,363
476, ST CLAIR AVE E , MIDLAND AVE ,06/27/1962,43.7187300000,-79.2512600000,04-22-2017,13859,446
